weather_date,temp_max,temp_avg,temp_min,weather_code,precipitation
2018-12-21,63.0,58.6,54.2,63,1.091
2018-12-22,52.6,43.9,38.0,61,0.098
2018-12-23,44.9,39.1,33.4,3,0.0
2018-12-24,45.1,39.2,34.2,51,0.024
2018-12-25,41.4,34.6,29.3,3,0.0
2018-12-26,44.9,34.4,27.0,3,0.0
2018-12-27,45.0,36.1,27.6,3,0.0
2018-12-28,59.2,52.0,41.3,63,1.65
2018-12-29,53.6,48.0,36.8,3,0.0
2018-12-30,45.2,37.2,30.9,3,0.0
2018-12-31,46.3,39.3,30.5,63,0.803
2019-01-01,61.0,52.8,42.5,61,0.169
2019-01-02,44.4,40.3,35.2,3,0.0
2019-01-03,45.8,41.3,31.7,3,0.0
2019-01-04,47.3,37.7,28.9,51,0.008
2019-01-05,45.9,43.7,40.4,61,0.575
2019-01-06,49.2,42.3,36.3,3,0.0
2019-01-07,35.8,31.3,24.4,71,0.008
2019-01-08,48.8,40.6,31.6,55,0.098
2019-01-09,47.8,41.6,32.7,61,0.106
2019-01-10,35.4,31.9,29.1,3,0.0
2019-01-11,32.9,27.2,23.1,3,0.0
2019-01-12,34.9,27.3,21.6,73,0.039
2019-01-13,32.1,28.4,26.3,73,0.142
2019-01-14,35.2,26.5,21.3,3,0.0
2019-01-15,39.7,28.4,22.8,3,0.0
2019-01-16,38.9,31.5,23.5,3,0.0
2019-01-17,33.8,29.3,24.0,71,0.012
2019-01-18,41.8,33.1,28.0,73,0.067
2019-01-19,38.2,33.4,25.4,73,0.189
2019-01-20,52.0,36.5,16.0,63,1.122
2019-01-21,16.5,12.0,5.8,1,0.0
2019-01-22,32.5,20.9,12.6,3,0.0
2019-01-23,50.1,37.3,26.1,51,0.004
2019-01-24,58.6,49.5,32.9,63,1.429
2019-01-25,37.9,31.7,24.8,3,0.0
2019-01-26,35.8,27.2,19.6,3,0.0
2019-01-27,48.3,34.9,23.6,3,0.0
2019-01-28,36.4,29.1,23.4,3,0.0
2019-01-29,44.5,31.8,22.3,73,0.244
2019-01-30,34.1,21.0,7.7,71,0.008
2019-01-31,19.6,11.7,4.8,1,0.0
2019-02-01,21.3,16.6,13.2,71,0.063
2019-02-02,35.8,22.5,13.6,3,0.0
2019-02-03,52.3,34.3,22.7,3,0.0
2019-02-04,57.7,39.8,27.3,2,0.0
2019-02-05,65.7,45.4,30.5,3,0.0
2019-02-06,50.8,40.4,30.7,61,0.193
2019-02-07,49.6,43.2,37.6,61,0.201
2019-02-08,51.3,42.9,32.5,53,0.091
2019-02-09,33.2,27.4,23.2,3,0.0
2019-02-10,37.9,28.1,19.5,71,0.004
2019-02-11,35.4,31.6,28.4,73,0.268
2019-02-12,40.0,34.3,30.5,73,1.012
2019-02-13,41.5,37.2,31.7,55,0.118
2019-02-14,48.7,37.1,28.0,3,0.0
2019-02-15,59.8,49.7,39.2,51,0.004
2019-02-16,49.5,38.8,31.3,3,0.0
2019-02-17,39.8,31.6,22.6,61,0.11
2019-02-18,45.6,38.0,31.2,53,0.185
2019-02-19,38.0,30.4,24.1,3,0.0
2019-02-20,32.9,29.9,27.4,75,0.465
2019-02-21,52.9,40.6,32.9,55,0.051
2019-02-22,45.9,40.2,34.6,3,0.0
2019-02-23,43.2,36.5,30.1,51,0.043
2019-02-24,55.0,45.3,37.4,63,0.567
2019-02-25,43.9,36.9,31.7,3,0.0
2019-02-26,42.2,32.7,24.7,3,0.0
2019-02-27,39.5,31.0,23.8,3,0.0
2019-02-28,39.0,33.5,28.0,3,0.0
2019-03-01,37.1,31.5,27.4,75,0.244
2019-03-02,40.4,34.3,29.8,75,0.476
2019-03-03,43.1,34.6,25.8,75,0.508
2019-03-04,36.0,32.5,23.2,75,0.35
2019-03-05,32.3,20.0,2.6,2,0.0
2019-03-06,24.9,20.5,13.6,3,0.0
2019-03-07,35.2,25.4,16.2,71,0.012
2019-03-08,41.9,31.1,22.5,51,0.004
2019-03-09,48.4,36.8,25.9,3,0.0
2019-03-10,59.5,45.5,34.2,63,0.709
2019-03-11,55.8,47.3,40.3,3,0.0
2019-03-12,44.8,38.5,31.1,1,0.0
2019-03-13,50.8,38.5,25.7,3,0.0
2019-03-14,65.2,49.8,35.8,3,0.0
2019-03-15,71.6,62.6,55.9,63,0.492
2019-03-16,56.0,45.5,38.2,3,0.0
2019-03-17,44.4,36.7,28.5,2,0.0
2019-03-18,45.8,36.2,28.8,3,0.0
2019-03-19,49.1,37.8,25.8,3,0.0
2019-03-20,52.4,41.1,30.0,3,0.0
2019-03-21,50.8,45.3,39.5,63,1.106
2019-03-22,51.1,44.7,39.0,61,0.327
2019-03-23,49.9,40.8,33.4,3,0.0
2019-03-24,59.3,45.6,28.3,3,0.0
2019-03-25,53.3,46.9,39.3,61,0.244
2019-03-26,47.9,39.0,28.5,3,0.0
2019-03-27,49.3,37.6,25.6,3,0.0
2019-03-28,56.1,41.8,27.7,3,0.0
2019-03-29,59.9,50.8,41.5,51,0.004
2019-03-30,72.8,58.4,44.6,3,0.0
2019-03-31,61.5,53.5,38.9,61,0.173
2019-04-01,45.9,37.8,30.5,2,0.0
2019-04-02,52.9,41.1,30.1,51,0.039
2019-04-03,63.9,49.8,34.5,51,0.008
2019-04-04,61.2,50.1,37.7,3,0.0
2019-04-05,47.4,43.1,39.1,53,0.118
2019-04-06,66.5,51.9,41.8,51,0.012
2019-04-07,70.7,56.0,42.3,51,0.004
2019-04-08,77.4,64.3,54.2,61,0.22
2019-04-09,72.1,62.8,54.2,53,0.055
2019-04-10,61.3,53.9,46.0,3,0.0
2019-04-11,57.2,47.6,39.1,3,0.0
2019-04-12,73.3,58.6,45.0,63,0.315
2019-04-13,74.8,65.5,60.3,63,0.244
2019-04-14,74.4,64.9,55.0,53,0.114
2019-04-15,68.7,57.4,46.1,65,0.988
2019-04-16,64.4,52.4,41.8,3,0.0
2019-04-17,61.2,54.0,48.1,61,0.083
2019-04-18,77.4,62.8,49.4,3,0.0
2019-04-19,75.7,67.6,62.7,63,0.374
2019-04-20,70.1,65.4,57.5,63,0.469
2019-04-21,66.5,60.3,53.2,51,0.016
2019-04-22,66.8,59.1,52.2,55,0.114
2019-04-23,76.3,64.0,50.6,3,0.0
2019-04-24,69.3,62.4,53.3,51,0.004
2019-04-25,66.1,57.5,50.1,3,0.0
2019-04-26,69.6,59.5,52.7,63,0.646
2019-04-27,63.5,56.1,49.4,51,0.004
2019-04-28,64.1,53.2,46.0,53,0.031
2019-04-29,61.7,50.2,37.0,51,0.012
2019-04-30,70.9,59.8,49.9,53,0.039
2019-05-01,62.9,56.2,52.3,51,0.004
2019-05-02,81.8,64.1,52.6,61,0.142
2019-05-03,69.3,59.3,51.8,51,0.016
2019-05-04,71.5,62.4,55.0,53,0.157
2019-05-05,61.3,56.6,52.5,63,1.543
2019-05-06,70.2,60.5,50.5,51,0.016
2019-05-07,74.8,62.1,49.9,61,0.071
2019-05-08,68.1,61.8,56.3,53,0.059
2019-05-09,65.6,59.2,54.3,51,0.028
2019-05-10,75.9,67.2,58.2,51,0.008
2019-05-11,69.3,63.4,55.0,61,0.098
2019-05-12,54.5,50.7,46.7,63,1.02
2019-05-13,52.7,48.3,46.4,63,0.567
2019-05-14,56.8,50.7,45.3,51,0.035
2019-05-15,68.9,55.8,42.3,2,0.0
2019-05-16,69.7,60.6,48.7,51,0.008
2019-05-17,80.3,67.4,56.5,51,0.012
2019-05-18,77.7,66.7,57.0,3,0.0
2019-05-19,84.2,70.4,58.5,3,0.0
2019-05-20,83.1,76.0,71.2,55,0.051
2019-05-21,70.7,63.6,55.6,3,0.0
2019-05-22,71.9,62.5,50.0,3,0.0
2019-05-23,76.9,67.5,60.1,53,0.169
2019-05-24,80.2,71.7,65.1,3,0.0
2019-05-25,72.8,64.5,55.8,3,0.0
2019-05-26,87.2,74.5,63.0,51,0.024
2019-05-27,80.2,72.0,64.0,3,0.0
2019-05-28,81.1,70.0,59.7,65,1.291
2019-05-29,85.3,74.7,65.6,63,0.315
2019-05-30,78.3,71.5,64.1,63,0.244
2019-05-31,80.7,72.6,64.7,51,0.004
2019-06-01,82.3,71.9,60.6,3,0.0
2019-06-02,79.9,70.6,63.6,61,0.197
2019-06-03,69.3,63.4,55.8,2,0.0
2019-06-04,71.3,61.7,50.6,3,0.0
2019-06-05,84.8,71.5,61.7,63,0.531
2019-06-06,81.7,74.2,67.9,61,0.236
2019-06-07,81.5,72.2,64.0,3,0.0
2019-06-08,80.1,70.6,62.4,3,0.0
2019-06-09,77.3,67.8,59.7,3,0.0
2019-06-10,73.9,68.3,60.8,61,0.665
2019-06-11,76.4,69.7,62.2,61,0.228
2019-06-12,74.5,66.2,57.6,3,0.0
2019-06-13,75.0,66.0,59.6,65,1.398
2019-06-14,72.9,64.4,56.8,3,0.0
2019-06-15,80.0,68.8,54.8,3,0.0
2019-06-16,83.6,73.4,67.9,63,0.398
2019-06-17,81.2,74.1,68.8,65,1.039
2019-06-18,80.2,73.5,69.3,63,0.453
2019-06-19,78.5,73.1,70.2,63,0.701
2019-06-20,82.8,76.0,70.4,63,0.441
2019-06-21,77.6,72.1,67.5,61,0.264
2019-06-22,77.5,70.0,61.5,3,0.0
2019-06-23,82.0,71.3,59.5,3,0.0
2019-06-24,83.1,73.4,59.8,3,0.0
2019-06-25,86.2,77.5,71.3,61,0.146
2019-06-26,88.2,78.1,65.8,3,0.0
2019-06-27,90.0,79.9,69.6,3,0.0
2019-06-28,90.4,79.2,68.1,3,0.0
2019-06-29,90.1,79.2,71.4,63,0.169
2019-06-30,87.0,78.3,71.3,3,0.0
2019-07-01,85.2,74.1,62.6,3,0.0
2019-07-02,92.2,79.1,67.0,61,0.098
2019-07-03,86.6,79.2,71.5,51,0.047
2019-07-04,87.0,79.4,72.5,63,0.217
2019-07-05,85.7,78.4,73.1,63,0.15
2019-07-06,84.5,79.1,74.4,63,0.358
2019-07-07,84.5,78.0,73.5,63,0.406
2019-07-08,75.2,72.1,70.0,63,0.433
2019-07-09,87.3,76.8,65.4,3,0.0
2019-07-10,88.5,78.9,69.6,3,0.0
2019-07-11,86.3,77.1,69.7,63,0.563
2019-07-12,87.2,78.0,71.0,53,0.024
2019-07-13,87.4,77.3,67.1,3,0.0
2019-07-14,89.4,80.1,70.2,51,0.016
2019-07-15,86.9,76.6,66.5,3,0.0
2019-07-16,91.8,79.6,65.9,53,0.028
2019-07-17,94.6,83.4,75.5,63,0.354
2019-07-18,86.8,79.6,75.9,63,0.24
2019-07-19,93.4,82.9,74.0,3,0.0
2019-07-20,94.2,86.1,78.0,53,0.035
2019-07-21,96.8,87.2,77.6,3,0.0
2019-07-22,90.1,81.9,76.0,63,0.417
2019-07-23,76.6,72.2,68.3,61,0.441
2019-07-24,83.4,74.6,64.6,51,0.016
2019-07-25,84.9,74.6,64.4,1,0.0
2019-07-26,86.0,75.9,63.9,1,0.0
2019-07-27,86.1,77.2,67.7,1,0.0
2019-07-28,91.5,80.4,71.6,3,0.0
2019-07-29,90.4,80.6,70.3,3,0.0
2019-07-30,91.8,83.0,74.3,1,0.0
2019-07-31,85.8,78.3,72.5,63,0.531
2019-08-01,82.1,77.1,71.5,63,0.28
2019-08-02,84.5,76.4,68.1,55,0.059
2019-08-03,85.9,77.0,70.2,53,0.083
2019-08-04,87.5,79.2,70.6,51,0.02
2019-08-05,86.2,77.7,70.7,51,0.008
2019-08-06,83.5,76.9,70.6,63,0.165
2019-08-07,84.7,76.1,69.1,63,0.547
2019-08-08,86.2,76.5,67.5,53,0.024
2019-08-09,86.4,77.2,67.9,3,0.0
2019-08-10,83.8,74.6,65.1,3,0.0
2019-08-11,82.1,72.4,62.1,3,0.0
2019-08-12,89.2,75.0,60.6,3,0.0
2019-08-13,78.7,75.9,73.8,61,0.264
2019-08-14,80.2,74.8,71.2,55,0.24
2019-08-15,83.6,75.9,70.5,51,0.035
2019-08-16,83.8,75.7,68.7,51,0.016
2019-08-17,88.9,79.5,71.8,3,0.0
2019-08-18,88.7,79.8,72.9,63,0.248
2019-08-19,90.1,81.0,73.8,55,0.047
2019-08-20,90.8,80.9,71.2,3,0.0
2019-08-21,89.3,80.8,75.1,51,0.047
2019-08-22,91.8,82.1,72.8,61,0.091
2019-08-23,75.4,69.7,66.0,63,0.567
2019-08-24,76.8,68.5,60.1,3,0.0
2019-08-25,76.4,68.3,61.6,51,0.004
2019-08-26,77.3,66.7,59.6,3,0.0
2019-08-27,77.4,68.3,61.2,3,0.0
2019-08-28,78.4,71.2,65.3,61,0.094
2019-08-29,82.9,73.1,65.6,2,0.0
2019-08-30,87.5,74.8,62.1,3,0.0
2019-08-31,85.5,75.7,66.5,3,0.0
2019-09-01,84.3,73.0,64.9,3,0.0
2019-09-02,81.0,73.0,67.0,61,0.331
2019-09-03,83.7,74.2,65.4,51,0.012
2019-09-04,89.4,77.5,67.3,51,0.012
2019-09-05,78.6,72.0,64.8,3,0.0
2019-09-06,70.0,66.4,61.2,53,0.079
2019-09-07,79.4,67.1,56.7,3,0.0
2019-09-08,82.0,70.4,59.3,3,0.0
2019-09-09,80.5,71.3,63.6,51,0.004
2019-09-10,83.6,72.5,62.7,3,0.0
2019-09-11,90.1,77.6,67.1,3,0.0
2019-09-12,86.7,76.9,67.0,61,0.169
2019-09-13,70.4,66.0,62.2,51,0.012
2019-09-14,79.5,70.4,62.8,3,0.0
2019-09-15,84.3,73.8,66.7,53,0.098
2019-09-16,83.9,73.4,62.1,3,0.0
2019-09-17,78.3,70.1,63.4,51,0.008
2019-09-18,71.9,63.7,56.8,51,0.004
2019-09-19,70.2,60.8,52.5,0,0.0
2019-09-20,78.9,64.0,50.5,3,0.0
2019-09-21,84.2,69.3,55.4,2,0.0
2019-09-22,87.1,74.2,62.0,3,0.0
2019-09-23,90.0,79.3,71.2,3,0.0
2019-09-24,79.6,71.6,63.3,63,0.24
2019-09-25,80.9,68.3,55.5,3,0.0
2019-09-26,85.1,70.4,61.4,3,0.0
2019-09-27,78.3,67.3,55.0,3,0.0
2019-09-28,84.8,72.9,62.0,63,0.173
2019-09-29,84.7,74.6,67.6,51,0.008
2019-09-30,74.2,67.9,63.4,51,0.012
2019-10-01,84.2,72.4,63.0,3,0.0
2019-10-02,93.9,81.1,70.2,3,0.0
2019-10-03,75.7,65.3,60.9,53,0.102
2019-10-04,70.2,62.9,51.5,61,0.181
2019-10-05,63.0,53.5,45.6,3,0.0
2019-10-06,74.4,65.8,54.2,3,0.0
2019-10-07,79.5,71.9,63.6,53,0.047
2019-10-08,66.5,61.1,57.5,55,0.075
2019-10-09,59.2,56.8,53.4,53,0.087
2019-10-10,73.1,60.7,51.7,53,0.059
2019-10-11,68.3,60.6,52.9,3,0.0
2019-10-12,72.7,60.4,50.5,3,0.0
2019-10-13,68.1,58.9,49.2,53,0.039
2019-10-14,74.0,62.4,53.1,3,0.0
2019-10-15,66.5,57.2,47.8,2,0.0
2019-10-16,67.7,58.2,51.2,65,1.39
2019-10-17,60.0,53.6,49.7,3,0.0
2019-10-18,60.6,52.3,44.6,3,0.0
2019-10-19,62.1,50.0,39.5,3,0.0
2019-10-20,56.0,51.5,45.3,63,0.791
2019-10-21,67.2,56.3,48.6,53,0.047
2019-10-22,64.5,59.9,52.0,63,0.398
2019-10-23,64.5,58.2,50.2,53,0.024
2019-10-24,66.7,53.8,44.2,0,0.0
2019-10-25,66.7,56.0,47.3,3,0.0
2019-10-26,64.3,56.5,50.1,51,0.067
2019-10-27,71.2,63.4,54.2,63,0.843
2019-10-28,67.4,58.8,50.4,3,0.0
2019-10-29,63.5,57.8,51.2,51,0.043
2019-10-30,64.8,60.6,56.2,53,0.098
2019-10-31,73.3,67.8,60.7,63,0.772
2019-11-01,69.2,49.0,41.6,63,0.445
2019-11-02,52.7,43.6,35.8,0,0.0
2019-11-03,51.8,43.8,37.9,1,0.0
2019-11-04,57.8,45.9,36.4,1,0.0
2019-11-05,61.1,51.5,43.5,3,0.0
2019-11-06,54.9,47.5,39.9,3,0.0
2019-11-07,58.3,49.7,42.0,61,0.146
2019-11-08,42.7,37.0,29.8,3,0.0
2019-11-09,41.5,31.8,23.3,3,0.0
2019-11-10,53.2,41.4,30.3,3,0.0
2019-11-11,62.6,49.8,39.2,3,0.0
2019-11-12,55.9,42.7,27.6,73,0.24
2019-11-13,35.4,27.9,22.8,3,0.0
2019-11-14,43.1,32.0,23.4,3,0.0
2019-11-15,52.2,38.9,28.8,3,0.0
2019-11-16,40.6,36.6,32.0,2,0.0
2019-11-17,41.4,35.4,29.7,3,0.0
2019-11-18,41.5,39.3,37.4,51,0.047
2019-11-19,54.3,43.6,34.2,3,0.0
2019-11-20,52.0,43.5,38.4,3,0.0
2019-11-21,53.4,45.6,37.8,3,0.0
2019-11-22,52.9,46.7,38.6,55,0.138
2019-11-23,45.5,38.3,30.6,55,0.114
2019-11-24,44.7,41.3,38.5,63,0.823
2019-11-25,53.0,42.0,32.0,3,0.0
2019-11-26,58.9,44.7,34.5,3,0.0
2019-11-27,57.5,49.2,37.9,51,0.028
2019-11-28,52.5,45.1,37.4,3,0.0
2019-11-29,43.5,36.0,30.2,3,0.0
2019-11-30,43.5,34.9,27.9,3,0.0
2019-12-01,44.7,36.9,31.3,63,0.886
2019-12-02,37.9,36.4,35.0,73,0.165
2019-12-03,42.0,36.0,32.2,71,0.024
2019-12-04,45.0,37.8,32.8,53,0.055
2019-12-05,42.7,38.1,33.1,71,0.008
2019-12-06,50.8,39.9,27.6,53,0.024
2019-12-07,42.8,34.8,28.9,3,0.0
2019-12-08,43.8,32.6,24.4,3,0.0
2019-12-09,51.4,46.7,40.9,61,0.661
2019-12-10,55.5,52.7,42.5,55,0.39
2019-12-11,41.6,36.4,31.5,73,0.24
2019-12-12,36.6,30.0,25.2,3,0.0
2019-12-13,48.4,40.3,25.9,61,0.52
2019-12-14,54.4,49.6,42.9,63,0.449
2019-12-15,48.4,42.1,34.6,51,0.008
2019-12-16,36.3,35.3,34.2,71,0.22
2019-12-17,39.6,37.1,34.6,63,1.055
2019-12-18,39.1,33.4,25.2,71,0.008
2019-12-19,29.8,23.2,18.5,3,0.0
2019-12-20,37.0,26.9,21.9,3,0.0
2019-12-21,37.0,27.8,22.5,3,0.0
2019-12-22,48.6,32.0,23.2,3,0.0
2019-12-23,52.3,36.7,27.1,3,0.0
2019-12-24,49.7,39.6,33.9,3,0.0
2019-12-25,46.5,34.4,24.8,3,0.0
2019-12-26,48.0,37.0,27.1,3,0.0
2019-12-27,50.1,45.0,39.6,51,0.008
2019-12-28,52.4,43.8,37.8,3,0.0
2019-12-29,44.9,39.5,31.5,63,0.354
2019-12-30,47.7,44.3,39.0,61,0.646
2019-12-31,46.8,40.7,37.4,3,0.0
